Word1,Word2,Relation,Missing
cửa_Phật,cửa_bụt,SYN,"cửa_Phật,cửa_bụt"
cửa_Phật,cửa_thiền,SYN,"cửa_Phật,cửa_thiền"
cửa_Phật,cửa_từ_bi,SYN,"cửa_Phật,cửa_từ_bi"
cửa_rả,cửa_nẻo,SYN,"cửa_rả,cửa_nẻo"
cựa_quậy,cụ_cựa,SYN,cụ_cựa
cức_bì,da_gai,SYN,"cức_bì,da_gai"
cực,vô_ngần,SYN,vô_ngần
cực_độ,tột_bực,SYN,tột_bực
cực_kì,vô_ngần,SYN,vô_ngần
cực_kỳ,vô_ngần,SYN,vô_ngần
cực_nhục,nhục_nhằn,SYN,"cực_nhục,nhục_nhằn"
cứng_cáp,cứng_cát,SYN,cứng_cát
cứng_còng,cứng_quèo,SYN,"cứng_còng,cứng_quèo"
cứng_họng,cứng_lưỡi,SYN,"cứng_họng,cứng_lưỡi"
cười_nhạt,cười_ruồi,SYN,cười_ruồi
cười_ồ,cười_rộ,SYN,cười_rộ
cưỡi_cổ,cưỡi_đầu_cưỡi_cổ,SYN,"cưỡi_cổ,cưỡi_đầu_cưỡi_cổ"
cưỡi_cổ,đè_đầu_cưỡi_cổ,SYN,"cưỡi_cổ,đè_đầu_cưỡi_cổ"
cưới_cheo,cưới_xin,SYN,cưới_cheo
cương_nghị,kiên_nghị,SYN,kiên_nghị
cường_bạo,hung_bạo,SYN,cường_bạo
cường_giáp,bưới_giáp,SYN,bưới_giáp
cứu_tinh,phúc_tinh,SYN,phúc_tinh
cựu_trào,cựu_triều,SYN,cựu_triều
cybernetic,điều_khiển_học,SYN,cybernetic
da_mồi,da_đồi_mồi,SYN,"da_mồi,da_đồi_mồi"
dạ_dày_cơ,mề,SYN,dạ_dày_cơ
dạ_hương,dạ_lan_hương,SYN,dạ_lan_hương
dạ_hương,dạ_lí_hương,SYN,dạ_lí_hương
dạ_hương,dạ_lý_hương,SYN,dạ_lý_hương
dạ_lan_hương,dạ_lí_hương,SYN,"dạ_lan_hương,dạ_lí_hương"
dạ_lan_hương,dạ_lý_hương,SYN,"dạ_lan_hương,dạ_lý_hương"
dạ_lí_hương,dạ_lý_hương,SYN,"dạ_lí_hương,dạ_lý_hương"
dạ_tiệc,dạ_yến,SYN,dạ_yến
dai_dẳng,dằng_dai,SYN,dằng_dai
dài_đuỗn,đuồn_đuỗn,SYN,"dài_đuỗn,đuồn_đuỗn"
dài_nghêu,dài_ngoằng,SYN,dài_nghêu
dài_nghêu,dài_ngoằng_ngoẵng,SYN,"dài_nghêu,dài_ngoằng_ngoẵng"
dài_nghêu,dài_ngoẵng,SYN,"dài_nghêu,dài_ngoẵng"
dài_ngoằng,dài_ngoằng_ngoẵng,SYN,dài_ngoằng_ngoẵng
dài_ngoằng,dài_ngoẵng,SYN,dài_ngoẵng
dài_ngoằng_ngoẵng,dài_ngoẵng,SYN,"dài_ngoằng_ngoẵng,dài_ngoẵng"
dài_thườn_thượt,dài_thượt,SYN,"dài_thườn_thượt,dài_thượt"
dải_rút,dây_rút,SYN,"dải_rút,dây_rút"
dãi_dầu,dầu_dãi,SYN,"dãi_dầu,dầu_dãi"
dái,đì,SYN,dái
dàn_bài,dàn_ý,SYN,"dàn_bài,dàn_ý"
dãn_nở,giãn_nở,SYN,dãn_nở
dạn_dày,dầy_dạn,SYN,dầy_dạn
dáng_bộ,dáng_điệu,SYN,dáng_bộ
danh_lợi,lợi_danh,SYN,lợi_danh
dao_bào,dao_lam,SYN,dao_bào
dao_búa,đao_búa,SYN,đao_búa
dao_cầu,dao_tể,SYN,"dao_cầu,dao_tể"
dao_díp,dao_nhíp,SYN,"dao_díp,dao_nhíp"
dao_động,sờn_lòng,SYN,sờn_lòng
dao_động,thoái_chí,SYN,thoái_chí
dao_động,thối_chí,SYN,thối_chí
dao_nề,dao_vôi,SYN,"dao_nề,dao_vôi"
dao_nề,dao_xây,SYN,"dao_nề,dao_xây"
dao_vôi,dao_xây,SYN,"dao_vôi,dao_xây"
dát_gái,nhát_gái,SYN,"dát_gái,nhát_gái"
dạt,giạt,SYN,giạt
dàu,dàu_dàu,SYN,"dàu,dàu_dàu"
day_trở,xoay_trở,SYN,day_trở
day_trở,xoay_xoả,SYN,"day_trở,xoay_xoả"
day_trở,xoay_xở,SYN,day_trở
dày_cồm_cộp,dày_cộp,SYN,dày_cồm_cộp
dày_cồm_cộp,dầy_cồm_cộp,SYN,"dày_cồm_cộp,dầy_cồm_cộp"
dày_cộp,dầy_cồm_cộp,SYN,dầy_cồm_cộp
dày_cộp,dầy_cộp,SYN,dầy_cộp
dày_dạn,dầy_dạn,SYN,dầy_dạn
dăm_bào,vỏ_bào,SYN,"dăm_bào,vỏ_bào"
dăn,nhăn,SYN,dăn
dăn_deo,nhăn_nheo,SYN,dăn_deo
dăn_deo,răn_reo,SYN,"dăn_deo,răn_reo"
dăn_dúm,nhăn_nhúm,SYN,dăn_dúm
dằn,đằn,SYN,đằn
dằng_dịt,nhằng_nhịt,SYN,dằng_dịt
dặng_hắng,đằng_hắng,SYN,"dặng_hắng,đằng_hắng"
dặng_hắng,hắng_giọng,SYN,"dặng_hắng,hắng_giọng"
dặng_hắng,tằng_hắng,SYN,"dặng_hắng,tằng_hắng"
dắt_dìu,dìu_dắt,SYN,dắt_dìu
dắt_mối,mối_manh,SYN,mối_manh
dặt_dìu,dập_dìu,SYN,dặt_dìu
dặt_dìu,dìu_dặt,SYN,"dặt_dìu,dìu_dặt"
dâm_dấp,râm_rấp,SYN,"dâm_dấp,râm_rấp"
dâm_dục,dâm_ô,SYN,dâm_dục
dầm_dề,đằm_đìa,SYN,đằm_đìa
dầm_dề,đầm_đầm,SYN,đầm_đầm
dấm_da_dấm_dẳn,dấm_dẳn,SYN,"dấm_da_dấm_dẳn,dấm_dẳn"
dấm_da_dấm_dẳn,nhấm_nhẳn,SYN,"dấm_da_dấm_dẳn,nhấm_nhẳn"
dấm_dẳn,nhấm_nhẳn,SYN,"dấm_dẳn,nhấm_nhẳn"
dấm_dớ,ấm_dớ,SYN,"dấm_dớ,ấm_dớ"
dấm_dứ,nhấp_nhứ,SYN,"dấm_dứ,nhấp_nhứ"
dậm_doạ,doạ_dẫm,SYN,dậm_doạ
dậm_doạ,hù_doạ,SYN,dậm_doạ
dân_thường,dân_đen,SYN,dân_đen
dân_thường,thứ_dân,SYN,thứ_dân
dân_tộc_chủ_thể,dân_tộc_đa_số,SYN,"dân_tộc_chủ_thể,dân_tộc_đa_số"
dẫn_chứng,chứng_dẫn,SYN,chứng_dẫn
dẫn_dắt,dắt_dẫn,SYN,dắt_dẫn
dẫn_thân,dẫn_xác,SYN,"dẫn_thân,dẫn_xác"
dấn,dận,SYN,dận
dấn,giấn,SYN,giấn
dấn_mình,dấn_thân,SYN,dấn_mình
dận,dìm,SYN,dận
dận,giấn,SYN,"dận,giấn"
dận,nhấn,SYN,dận
dận,nhận,SYN,dận
dấp_da_dấp_dính,dấp_dính,SYN,"dấp_da_dấp_dính,dấp_dính"
dấp_giọng,nhấp_giọng,SYN,"dấp_giọng,nhấp_giọng"
dập_dìu,dìu_dặt,SYN,dìu_dặt
dập_dờn,rập_rờn,SYN,"dập_dờn,rập_rờn"
dật_dờ,vật_vờ,SYN,dật_dờ
dâu,dâu_rượu,SYN,dâu_rượu
dâu_da,giâu_gia,SYN,"dâu_da,giâu_gia"
dâu_da_xoan,giâu_gia_xoan,SYN,"dâu_da_xoan,giâu_gia_xoan"
dâu_gia,sui_gia,SYN,dâu_gia
dâu_gia,thông_gia,SYN,dâu_gia
dầu_bạc_hà,dầu_măng,SYN,"dầu_bạc_hà,dầu_măng"
dầu_cao,dầu_con_hổ,SYN,dầu_con_hổ
dầu_cao,dầu_cù_là,SYN,dầu_cù_là
dầu_con_hổ,dầu_cù_là,SYN,"dầu_con_hổ,dầu_cù_là"
dầu_hoả,dầu_hôi,SYN,dầu_hôi
dầu_hoả,dầu_tây,SYN,dầu_tây
dầu_lạc,dầu_phộng,SYN,dầu_phộng
dầu_luyn,dầu_máy,SYN,dầu_luyn
dầu_luyn,dầu_nhờn,SYN,dầu_luyn
dầu_luyn,dầu_nhớt,SYN,dầu_luyn
dẩu,chẩu,SYN,"dẩu,chẩu"
dẩu,chu,SYN,dẩu
dẩu,giảu,SYN,"dẩu,giảu"
dấu_gạch_ngang,gạch_ngang,SYN,"dấu_gạch_ngang,gạch_ngang"
dấu_gạch_nối,gạch_nối,SYN,dấu_gạch_nối
dấu_hai_chấm,hai_chấm,SYN,"dấu_hai_chấm,hai_chấm"
dây,dính_dấp,SYN,dính_dấp
dây_dợ,dây_nhợ,SYN,dây_nhợ
dây_dưa,dính_dấp,SYN,dính_dấp
dây_gắm,gắm,SYN,"dây_gắm,gắm"
dây_kẽm_gai,dây_thép_gai,SYN,dây_kẽm_gai
dây_khoá_kéo,khoá_kéo,SYN,dây_khoá_kéo
dây_khoá_kéo,phéc_mơ_tuya,SYN,"dây_khoá_kéo,phéc_mơ_tuya"
dây_nối_đất,dây_tiếp_địa,SYN,"dây_nối_đất,dây_tiếp_địa"
dầy_cồm_cộp,dầy_cộp,SYN,"dầy_cồm_cộp,dầy_cộp"
dầy_cộp,dày_cồm_cộp,SYN,"dầy_cộp,dày_cồm_cộp"
dè_sẻn,sẻn,SYN,sẻn
dè_sẻn,sẻn_so,SYN,sẻn_so
dè_sẻn,tùng_tiệm,SYN,tùng_tiệm
dẻo_quèo_quẹo,dẻo_quẹo,SYN,"dẻo_quèo_quẹo,dẻo_quẹo"
dễ,dễ_dầu,SYN,dễ_dầu
dễ_thường,có_lẽ,SYN,dễ_thường
dễ_thường,có_nhẽ,SYN,"dễ_thường,có_nhẽ"
dễ_thường,không_lẽ,SYN,dễ_thường
dễ_thường,lẽ_nào,SYN,dễ_thường
dế_dũi,dế_trũi,SYN,"dế_dũi,dế_trũi"
dệ,dệ,SYN,"dệ,dệ"
dệch,nhệch,SYN,"dệch,nhệch"
dềnh_dàng,dàng_dênh,SYN,"dềnh_dàng,dàng_dênh"
dềnh_dàng,dềnh_dang,SYN,"dềnh_dàng,dềnh_dang"
dềnh_dàng,lề_mề,SYN,dềnh_dàng
di_hài,di_hình,SYN,di_hình
di_hài,di_thể,SYN,di_thể
dĩ_vãng,kí_vãng,SYN,kí_vãng
dĩ_vãng,quá_vãng,SYN,quá_vãng
dị_hờm,dị_hợm,SYN,dị_hờm
dích_dắc,zigzag,SYN,zigzag
dịch_nhầy,niêm_dịch,SYN,niêm_dịch
dịch_tả,thổ_tả,SYN,thổ_tả
diếc,giếc,SYN,"diếc,giếc"
diếc_móc,nhiếc_móc,SYN,diếc_móc
diếc_móc,rỉa_rói,SYN,"diếc_móc,rỉa_rói"
diềm,riềm,SYN,riềm
diễm_lệ,diễm_kiều,SYN,diễm_kiều
diếp_cá,giấp_cá,SYN,giấp_cá
diệp_lục,diệp_lục_tố,SYN,diệp_lục_tố
diệt_trùng,khử_trùng,SYN,diệt_trùng
diệt_trùng,sát_trùng,SYN,diệt_trùng
diệt_trùng,vô_trùng,SYN,diệt_trùng
diệt_trừ,trừ_diệt,SYN,trừ_diệt
diệt_vong,tiêu_vong,SYN,tiêu_vong
diệu_huyền,diệu_kì,SYN,"diệu_huyền,diệu_kì"
diệu_huyền,huyền_diệu,SYN,diệu_huyền
diệu_huyền,kì_diệu,SYN,diệu_huyền
diệu_huyền,kỳ_diệu,SYN,diệu_huyền
diệu_huyền,thần_diệu,SYN,diệu_huyền
diệu_huyền,thần_kì,SYN,diệu_huyền
diệu_huyền,thần_kỳ,SYN,diệu_huyền
diệu_huyền,thần_tình,SYN,"diệu_huyền,thần_tình"
diệu_huyền,tuyệt_diệu,SYN,diệu_huyền
diệu_kì,huyền_diệu,SYN,diệu_kì
diệu_kì,kì_diệu,SYN,diệu_kì
diệu_kì,kỳ_diệu,SYN,diệu_kì
diệu_kì,thần_diệu,SYN,diệu_kì
diệu_kì,thần_kì,SYN,diệu_kì
diệu_kì,thần_kỳ,SYN,diệu_kì
diệu_kì,thần_tình,SYN,"diệu_kì,thần_tình"
diệu_kì,tuyệt_diệu,SYN,diệu_kì
diệu_kỳ,diệu_kì,SYN,diệu_kì
dìm,giấn,SYN,giấn
dinh_luỹ,hang_ổ,SYN,dinh_luỹ
dính,dính_dấp,SYN,dính_dấp
dính_dáng,dính_dấp,SYN,dính_dấp
dính_dấp,dính_líu,SYN,dính_dấp
díp,nhíp,SYN,díp
dịt,rịt,SYN,"dịt,rịt"
díu,nhíu,SYN,díu
díu,ríu,SYN,díu
do_dự,lần_chần,SYN,lần_chần
do_dự,lần_khần,SYN,lần_khần
do_dự,trù_trừ,SYN,trù_trừ
dò_dẫm,lò_mò,SYN,lò_mò
doãi,choãi,SYN,"doãi,choãi"
doãi,duỗi,SYN,doãi
doạng,giạng,SYN,"doạng,giạng"
doạng,xoạc,SYN,doạng
doanh_gia,doanh_nhân,SYN,doanh_gia
dọi,giọi,SYN,giọi
dòm_dỏ,nhòm_nhỏ,SYN,"dòm_dỏ,nhòm_nhỏ"
dóm,nhóm,SYN,dóm
dóm,nhúm,SYN,dóm
dọn_dẹp,xếp_dọn,SYN,xếp_dọn
dong,khoai_dong,SYN,khoai_dong
dong_dỏng,thanh_mảnh,SYN,dong_dỏng
dong_dỏng,thon_thả,SYN,dong_dỏng
dong_đao,dong_riềng,SYN,dong_đao
dong_đao,khoai_đao,SYN,"dong_đao,khoai_đao"
dong_riềng,khoai_đao,SYN,khoai_đao
dỏng,giỏng,SYN,"dỏng,giỏng"
dỗ_dành,dỗ_ngon_dỗ_ngọt,SYN,dỗ_ngon_dỗ_ngọt
dôi_dư,dôi_thừa,SYN,dôi_thừa
dối_trá,điêu_trá,SYN,điêu_trá
dối_trá,giả_trá,SYN,giả_trá
dộp,rộp,SYN,dộp
dốt_đặc,dốt_đặc_cán_mai,SYN,"dốt_đặc,dốt_đặc_cán_mai"
dơ_bẩn,dơ_duốc,SYN,dơ_duốc
dơ_bẩn,nhơ_bẩn,SYN,nhơ_bẩn
dơ_duốc,nhơ_bẩn,SYN,"dơ_duốc,nhơ_bẩn"
dơ_duốc,nhơ_nhớp,SYN,dơ_duốc
dơ_duốc,nhơ_nhuốc,SYN,dơ_duốc
dở_dói,giở_giói,SYN,"dở_dói,giở_giói"
dở_hơi,dở_người,SYN,dở_người
dở_hơi,cám_hấp,SYN,cám_hấp
dời_đổi,đổi_dời,SYN,"dời_đổi,đổi_dời"
dợn,gợn,SYN,dợn
dớp,rớp,SYN,rớp
du,đẩn,SYN,đẩn
dụ_dỗ,dỗ_ngon_dỗ_ngọt,SYN,dỗ_ngon_dỗ_ngọt
dúi,nhúi,SYN,nhúi
dún,nhún,SYN,dún
dún,rún,SYN,"dún,rún"
dung_tha,dung_thứ,SYN,dung_tha
dung_tha,tha_thứ,SYN,dung_tha
dùng_dằng,dùng_dắng,SYN,dùng_dắng
dũng_mãnh,kiêu_dũng,SYN,kiêu_dũng
dụng_tâm,chủ_tâm,SYN,dụng_tâm
dụng_tâm,chủ_ý,SYN,dụng_tâm
dụng_tâm,dụng_ý,SYN,dụng_tâm
duỗi,choãi,SYN,choãi
dút_dát,nhút_nhát,SYN,dút_dát
dút_dát,rút_rát,SYN,"dút_dát,rút_rát"
duy_lí,duy_lý,SYN,duy_lí
duy_linh,duy_thần,SYN,duy_thần
duy_mĩ,duy_mỹ,SYN,duy_mĩ
duyên_cớ,duyên_do,SYN,duyên_do
duyên_kì_ngộ,duyên_kỳ_ngộ,SYN,"duyên_kì_ngộ,duyên_kỳ_ngộ"
duyên_nợ,duyên_nghiệp,SYN,duyên_nghiệp
duyệt_y,phê_chuẩn,SYN,duyệt_y
duyệt_y,phê_duyệt,SYN,duyệt_y
dư_âm,dư_ba,SYN,dư_ba
dư_âm,dư_vang,SYN,dư_vang
dư_dứ,như_nhứ,SYN,"dư_dứ,như_nhứ"
dử,ghèn,SYN,ghèn
dữ,tợn,SYN,tợn
dứ,nhứ,SYN,nhứ
dự_phòng,xơ_cua,SYN,xơ_cua
dửng_dưng,dửng_dừng_dưng,SYN,dửng_dừng_dưng
dửng_mỡ,đú_mỡ,SYN,"dửng_mỡ,đú_mỡ"
dửng_mỡ,rửng_mỡ,SYN,"dửng_mỡ,rửng_mỡ"
dựng_tóc_gáy,dửng_tóc_gáy,SYN,dửng_tóc_gáy
dược_điển,dược_thư,SYN,"dược_điển,dược_thư"
dược_học,dược_khoa,SYN,dược_khoa
dược_lí,dược_lý,SYN,dược_lí
dướn,rướn,SYN,dướn
dương_gian,trần_gian,SYN,dương_gian
dương_gian,trần_thế,SYN,dương_gian
dường_như,tuồng_như,SYN,tuồng_như
dyne,đin,SYN,dyne
đa_đa,gà_gô,SYN,"đa_đa,gà_gô"
đa_nguyên_luận,thuyết_đa_nguyên,SYN,"đa_nguyên_luận,thuyết_đa_nguyên"
đa_sự,nhiễu_sự,SYN,"đa_sự,nhiễu_sự"
đa_thần_luận,thuyết_đa_thần,SYN,"đa_thần_luận,thuyết_đa_thần"
đa_tư_lự,đa_tư_đa_lự,SYN,"đa_tư_lự,đa_tư_đa_lự"
đả_đớt,chả_chớt,SYN,"đả_đớt,chả_chớt"
đá_hoa_cương,hoa_cương,SYN,hoa_cương
đá_magma,magma,SYN,"đá_magma,magma"
đai,vòng_đai,SYN,vòng_đai
đai_truyền,curoa,SYN,"đai_truyền,curoa"
đài_nước,tháp_nước,SYN,đài_nước
đái_dắt,đái_láu,SYN,"đái_dắt,đái_láu"
đại,vô_ngần,SYN,vô_ngần
đại_binh,đại_quân,SYN,đại_binh
đại_gian_ác,đại_gian_đại_ác,SYN,"đại_gian_ác,đại_gian_đại_ác"
đại_hoạ,đại_nạn,SYN,đại_nạn
đại_hồi,hồi,SYN,đại_hồi
đại_hồi,hồi_hương,SYN,đại_hồi
đại_khái,phiên_phiến,SYN,phiên_phiến
đại_lượng_không_đổi,hằng_số,SYN,đại_lượng_không_đổi
đại_lượng_tỉ_lệ_nghịch,đại_lượng_tỷ_lệ_nghịch,SYN,"đại_lượng_tỉ_lệ_nghịch,đại_lượng_tỷ_lệ_nghịch"
đại_lượng_tỉ_lệ_thuận,đại_lượng_tỷ_lệ_thuận,SYN,"đại_lượng_tỉ_lệ_thuận,đại_lượng_tỷ_lệ_thuận"
đại_quát,khái_quát,SYN,đại_quát
đại_qui_mô,đại_quy_mô,SYN,"đại_qui_mô,đại_quy_mô"
đại_số,đại_số_học,SYN,đại_số_học
đại_tiện,đi_đồng,SYN,đi_đồng
đại_tiện,ỉa,SYN,ỉa
đại_xá,đặc_xá,SYN,đại_xá
đám_xá,đình_đám,SYN,đám_xá
đan_xen,đan_chen,SYN,đan_chen
đàn_bầu,độc_huyền,SYN,độc_huyền
đàn_nguyệt,đàn_kìm,SYN,đàn_kìm
đàn_nhật,đàn_tàu,SYN,"đàn_nhật,đàn_tàu"
đàn_nhật,đàn_tứ,SYN,"đàn_nhật,đàn_tứ"
đàn_sáo,đàn_địch,SYN,"đàn_sáo,đàn_địch"
đầu_sỏ,trùm_sỏ,SYN,trùm_sỏ
đểnh_đoảng,đoảng,SYN,đểnh_đoảng
đểnh_đoảng,đoảng_vị,SYN,"đểnh_đoảng,đoảng_vị"
đểnh_đoảng,đuểnh_đoảng,SYN,"đểnh_đoảng,đuểnh_đoảng"
đệp,tập,SYN,đệp
đệp,xấp,SYN,đệp
đệp,xếp,SYN,đệp
điêu_ngoa,điêu_toa,SYN,"điêu_ngoa,điêu_toa"
điều,đào_lộn_hột,SYN,đào_lộn_hột
đong_đưa,vung_vảy,SYN,vung_vảy
đòng,đòng_đòng,SYN,đòng_đòng
đỏng_đảnh,nhỏng_nhảnh,SYN,nhỏng_nhảnh
đàn_tàu,đàn_tứ,SYN,"đàn_tàu,đàn_tứ"
đàn_thập_lục,đàn_tranh,SYN,đàn_thập_lục
đàn_tì,đàn_tỳ,SYN,"đàn_tì,đàn_tỳ"
đàn_tì,tì_bà,SYN,"đàn_tì,tì_bà"
đàn_tì,tỳ_bà,SYN,đàn_tì
đàn_tính,tính_tẩu,SYN,tính_tẩu
đàn_tơ_rưng,tơ_rưng,SYN,"đàn_tơ_rưng,tơ_rưng"
đàn_tỳ,tì_bà,SYN,"đàn_tỳ,tì_bà"
đàn_tỳ,tỳ_bà,SYN,đàn_tỳ
đàn_xếp,phong_cầm,SYN,"đàn_xếp,phong_cầm"
đàng_điếm,điếm_đàng,SYN,"đàng_điếm,điếm_đàng"
đàng_điếm,hoang_đàng,SYN,"đàng_điếm,hoang_đàng"
đàng_sá,đường_sá,SYN,đàng_sá
đảng_kì,đảng_kỳ,SYN,"đảng_kì,đảng_kỳ"
đảng_tính,tính_đảng,SYN,"đảng_tính,tính_đảng"
đáng_đời,đáng_kiếp,SYN,"đáng_đời,đáng_kiếp"
đáng_lí,đáng_lý,SYN,đáng_lí
đanh_đá,đanh_đá_cá_cày,SYN,đanh_đá_cá_cày
đành_hanh,lành_chanh,SYN,"đành_hanh,lành_chanh"
đánh_chác,đánh_đấm,SYN,đánh_chác
đánh_chính_diện,đánh_vỗ_mặt,SYN,đánh_chính_diện
đánh_đồng_thiếp,đồng_thiếp,SYN,"đánh_đồng_thiếp,đồng_thiếp"
đánh_đùng_một_cái,đánh_đùng,SYN,"đánh_đùng_một_cái,đánh_đùng"
đánh_giáp_lá_cà,giáp_lá_cà,SYN,đánh_giáp_lá_cà
đánh_hơi,đánh_mùi,SYN,đánh_mùi
đánh_lừa,gạt_gẫm,SYN,gạt_gẫm
đánh_rắm,địt,SYN,"đánh_rắm,địt"
đánh_rắm,trung_tiện,SYN,"đánh_rắm,trung_tiện"
đánh_trống_lảng,nói_lảng,SYN,nói_lảng
đánh_vòng,đánh_vu_hồi,SYN,"đánh_vòng,đánh_vu_hồi"
đao_cung,cung_đao,SYN,"đao_cung,cung_đao"
đao_cung,đao_kiếm,SYN,đao_cung
đao_kiếm,cung_đao,SYN,cung_đao
đào_ngũ,đảo_ngũ,SYN,đảo_ngũ
đảo_chánh,đảo_chính,SYN,đảo_chánh
đạo_Hindu,Ấn_giáo,SYN,"đạo_Hindu,Ấn_giáo"
đạo_Hồi,đạo_Islam,SYN,"đạo_Hồi,đạo_Islam"
đạo_Hồi,Hồi_giáo,SYN,"đạo_Hồi,Hồi_giáo"
đạo_Islam,Hồi_giáo,SYN,"đạo_Islam,Hồi_giáo"
đạo_Khổng,Khổng_giáo,SYN,"đạo_Khổng,Khổng_giáo"
đạo_Kitô,Kitô_giáo,SYN,"đạo_Kitô,Kitô_giáo"
đạo_Lão,Lão_giáo,SYN,"đạo_Lão,Lão_giáo"
đạo_lí,đạo_lý,SYN,đạo_lí
đạo_lí,đạo_nghĩa,SYN,đạo_lí
đạo_Phật,Phật_giáo,SYN,"đạo_Phật,Phật_giáo"
đạo_quân_thứ_năm,đội_quân_thứ_năm,SYN,"đạo_quân_thứ_năm,đội_quân_thứ_năm"
đạo_Thiên_Chúa,Thiên_Chúa_Giáo,SYN,"đạo_Thiên_Chúa,Thiên_Chúa_Giáo"
đay_ấn_Độ,cần_sa,SYN,đay_ấn_Độ
đày_ải,đầy_ải,SYN,đầy_ải
đày_ải,đầy_đoạ,SYN,đầy_đoạ
đày_ải,đoạ_đày,SYN,đoạ_đày
đày_đoạ,đầy_ải,SYN,đầy_ải
đày_đoạ,đầy_đoạ,SYN,đầy_đoạ
đày_đoạ,đoạ_đày,SYN,đoạ_đày
đắc_sách,đắc_kế,SYN,"đắc_sách,đắc_kế"
đặc_kĩ,đặc_kỹ,SYN,"đặc_kĩ,đặc_kỹ"
đăm_chiêu,chiêu_đăm,SYN,chiêu_đăm
đăm_đăm,chăm_chắm,SYN,chăm_chắm
đăm_đăm,đăm_đắm,SYN,đăm_đắm
đăm_đắm,chăm_chăm,SYN,đăm_đắm
đăm_đắm,chăm_chắm,SYN,"đăm_đắm,chăm_chắm"
đằm_thắm,đượm_đà,SYN,đượm_đà
đẵn,đẫn,SYN,đẵn
đẵn,đốn,SYN,đẵn
đắn_đo,lần_chần,SYN,lần_chần
đắn_đo,lần_khần,SYN,lần_khần
đắn_đo,trù_trừ,SYN,trù_trừ
đằng_hắng,hắng_giọng,SYN,"đằng_hắng,hắng_giọng"
đằng_hắng,tằng_hắng,SYN,"đằng_hắng,tằng_hắng"
đẳng_cấp,thứ_bực,SYN,thứ_bực
đắng_ngắt,đắng_nghét,SYN,đắng_nghét
đặt_cọc,kí_cược,SYN,kí_cược
đâm_hông,đâm_họng,SYN,"đâm_hông,đâm_họng"
đầm_đậm,đậm,SYN,đầm_đậm
đầm_đìa,đầm_đầm,SYN,đầm_đầm
đấm,thụi,SYN,thụi
đấm_họng,đấm_mõm,SYN,"đấm_họng,đấm_mõm"
đậm_đà,đượm_đà,SYN,đượm_đà
đần_độn,ngu_đần,SYN,ngu_đần
đần_độn,ngu_si,SYN,ngu_si
đẫn_đờ,đờ_đẫn,SYN,đẫn_đờ
đẫn_đờ,lần_thần,SYN,"đẫn_đờ,lần_thần"
đẫn_đờ,thẫn_thờ,SYN,đẫn_đờ
đẫn_đờ,thờ_thẫn,SYN,"đẫn_đờ,thờ_thẫn"
đất_sét,đất_thó,SYN,đất_thó
đầu_bò,đầu_bò_đầu_bướu,SYN,đầu_bò_đầu_bướu
đầu_đanh,đầu_đinh,SYN,đầu_đanh
đầu_đuôi,đầu_đuôi_xuôi_ngược,SYN,đầu_đuôi_xuôi_ngược
đầu_hàng,hàng_phục,SYN,hàng_phục
đầu_mặt,đầu_mấu,SYN,đầu_mấu
đầu_mối,mối_manh,SYN,mối_manh
đầu_ngắm,đầu_ruồi,SYN,"đầu_ngắm,đầu_ruồi"
đầu_rau,đồ_rau,SYN,"đầu_rau,đồ_rau"
đấu_lí,đấu_lý,SYN,"đấu_lí,đấu_lý"
đấu_trường,trường_đấu,SYN,trường_đấu
đậu,đỗ_[nghĩa_2],SYN,đỗ_[nghĩa_2]
đậu_bắp,mướp_tây,SYN,mướp_tây
đậu_đũa,đậu_dải_áo,SYN,đậu_dải_áo
đậu_hũ,tảo_phở,SYN,tảo_phở
đây_đẩy,đay_đảy,SYN,đay_đảy
đầy_ải,đầy_đoạ,SYN,"đầy_ải,đầy_đoạ"
đầy_ải,đoạ_đày,SYN,"đầy_ải,đoạ_đày"
đầy_đoạ,đoạ_đầy,SYN,"đầy_đoạ,đoạ_đầy"
đầy_vơi,vơi_đầy,SYN,"đầy_vơi,vơi_đầy"
đẩy,đẩn,SYN,đẩn
đe_doạ,đe_loi,SYN,đe_loi
đen_đét,đét,SYN,đen_đét
đen_đủi,xúi_quẩy,SYN,xúi_quẩy
đen_lánh,đen_nhánh,SYN,đen_lánh
đen_lay_láy,đen_láy,SYN,đen_lay_láy
đen_lay_láy,đen_nhay_nháy,SYN,"đen_lay_láy,đen_nhay_nháy"
đen_lay_láy,đen_nháy,SYN,"đen_lay_láy,đen_nháy"
đen_láy,đen_nhay_nháy,SYN,đen_nhay_nháy
đen_láy,đen_nháy,SYN,đen_nháy
đen_nghìn_nghịt,đen_nghịt,SYN,"đen_nghìn_nghịt,đen_nghịt"
đen_nhay_nháy,đen_nháy,SYN,"đen_nhay_nháy,đen_nháy"
đen_nhức,đen_nhưng_nhức,SYN,"đen_nhức,đen_nhưng_nhức"
đen_trùi_trũi,đen_trũi,SYN,"đen_trùi_trũi,đen_trũi"
đèn_ba_cực,tri-ốt,SYN,"đèn_ba_cực,tri-ốt"
đèn_ba_cực,triode,SYN,"đèn_ba_cực,triode"
đèn_bán_dẫn,transistor,SYN,đèn_bán_dẫn
đèn_cù,đèn_kéo_quân,SYN,đèn_cù
đèn_dù,hoả_châu,SYN,"đèn_dù,hoả_châu"
đèn_dù,pháo_sáng,SYN,đèn_dù
