sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
113,"Nhưng tôi sợ đặc quyền đặc lợi , sợ cuộc sống thoải mái , sợ quyền sở hữu .","Nhưng tôi sợ là niềm đam mê , sự an ủi , sự bình thường .","tuy nhiên, tôi sợ hãi về đặc quyền dễ dàng hơn, sự chấp nhận.",21.950894856704426,22.58916396846805,-0.6382691117636234,PyTorch Transformer
114,"Liệu tôi có thể cho con tôi một mạn thuyền trong cuộc đời , mạnh mẽ chìm vào mỗi đợt sóng , tiếng động cơ đều đều không đứt , chân trời mênh mông không hứa hẹn điều gì cả ?","Tôi có thể đưa cho họ một cái cung trong cuộc sống của họ , việc đánh giá được sự vô thích , trong mỗi cơn sóng , và sự tự do của động cơ , có thể bảo đảm không bao giờ được điều trị ?","tôi có thể cung cấp cho họ một cái cung trong cuộc sống của họ, nhấn mạnh vào mỗi làn sóng, bình yên bình và ổn định của động cơ, đường chân trời rộng lớn mà đảm bảo không có gì cả?",27.008617734534017,34.07733417398021,-7.068716439446195,PyTorch Transformer
115,Tôi không biết .,Tôi không biết .,tôi không biết.,100.0,100.0,0.0,Tie
116,"Nhưng nếu tôi có thể cho điều đó và vẫn thấy con tôi yên bình vượt qua , tôi sẽ cho con tôi .","Nhưng nếu tôi có thể đưa ra nó và vẫn còn cho thấy họ an toàn với nhau , tôi sẽ .","nhưng nếu tôi có thể cho nó và vẫn nhìn thấy chúng một cách an toàn, tôi sẽ làm như thế.",40.38779130036695,44.82259101736623,-4.434799716999279,PyTorch Transformer
117,"Và vâng , mẹ của chị Tan hôm nay cũng ở đây ở hàng ghế thứ tư hay năm .","Và , từ đây , mẹ là người mẹ ở đây ngày đầu tiên trong đầu tư vào thứ tư .",và cả người mẹ tan chảy ở đây ngày hôm nay là ở hàng thứ tư hoặc năm.,20.22290378864357,36.88016979531484,-16.65726600667127,PyTorch Transformer
118,Thật là vinh hạnh cho tôi khi được đứng đây và cùng chia sẻ với mọi người,Đây là một vinh dự rất tuyệt vời cho tôi .,điều này thực sự là một vinh dự phi thường đối với tôi.,16.346743134198547,14.92482419940121,1.421918934797338,TensorFlow NMT
119,"Tôi đã phải trải qua thời gian dài trong tù , sau song sắt và cả trong nhà tù dành cho người bị kết án tử hình .","Tôi dành hầu hết thời gian trong nhà tù , trong những nhà tù , trên những hàng đầu ,","tôi dành hầu hết thời gian ở nhà tù, trong nhà tù, ở hàng ghế tử.",28.712428503252283,26.852862706923315,1.859565796328969,TensorFlow NMT
120,Tôi cũng đã trải qua một thời gian dài sống trong cộng đồng của những người có thu nhập thấp với những dự án và nơi tràn ngập sự tuyệt vọng,Tôi dành hầu hết các cộng đồng trong những dự án có giá trị trong những dự án và những nơi mà có một sự khó khăn .,tôi dành hầu hết thời gian ở những cộng đồng thu nhập thấp trong những dự án và những nơi có một sự thất vọng lớn.,30.100467086806184,44.909934289703585,-14.809467202897402,PyTorch Transformer
121,Và tôi đến đây tôi lại được khuyến khích và rồi tôi lắng nghe chính điều này đã tiếp thêm nghị lực cho tôi rất nhiều,"Và ở đây ở TED và nhìn thấy sự kích thích , nghe thấy , đã rất rất , rất có rất nhiều .","và đang ở đây tại ted và nhìn thấy sự kích thích, nghe thấy nó, rất, rất nhiều năng lượng đối với tôi.",17.382261912924918,20.923739557880214,-3.5414776449552967,PyTorch Transformer
122,Và một trong những điều nổi bật nhất mà tôi nhận ra được trong khoảng thời gian ngắn tôi đến đây đó là TED có một bản sắn riêng của mình .,Một trong những điều này được xuất hiện trong thời gian ngắn hạn của tôi là TED .,và một trong những điều xuất hiện trong thời gian ngắn của tôi là ted có một danh tính.,37.81119349139208,43.43133350705309,-5.620140015661008,PyTorch Transformer
123,và các bạn có thể nói về rất nhiều điều có ảnh hưởng trên toàn thế giới tại đây .,Và bạn có thể nói rằng những thứ này có tác động đến thế giới .,và bạn có thể nói mọi thứ ở đây có những tác động đến khắp nơi trên thế giới.,32.94698659283369,36.9003473397057,-3.953360746872008,PyTorch Transformer
124,và đôi khi bạn đến với TED nó mang lại ý nghĩa và sức mạnh cho bạn mà nếu như bạn không đến bạn sẽ không có được sức mạnh như thế,"Và đôi khi khi nó đến với TED , nó có nghĩa là sức mạnh và sức mạnh mà không có gì khi nó không phải là gì .","và đôi khi khi nó đến với ted, nó có ý nghĩa và sức mạnh mà nó không có khi nó không có tác dụng.",38.531031396801026,39.149510140510934,-0.6184787437099075,PyTorch Transformer
125,và tôi đề cập đến điều này bởi tôi nghĩ bản sắc thực sự rất quan trọng,Và tôi đề cập rằng vì tôi nghĩ rằng bản thân là rất quan trọng .,và tôi đề cập điều đó bởi vì tôi nghĩ rằng danh tính là thực sự quan trọng.,46.749801542394984,50.96998063224011,-4.220179089845125,PyTorch Transformer
126,chúng ta đã có vài bài diễn thuyết rất tuyệt vời,Và chúng tôi đã có một vài bài thuyết trình tuyệt vời .,và chúng tôi đã có một vài bài thuyết trình tuyệt vời.,49.89911491459478,49.89911491459478,0.0,Tie
127,"và tôi cho rằng những gì mà chúng ta nhận thấy được đó là , nếu bạn là giáo viên , lời nói của bạn sẽ có ý nghĩa nhưng nếu bạn là một giáo viên giàu lòng trắc ẩn , lời nói của bạn đặc biệt có ý nghĩa .","Và tôi nghĩ chúng ta đã học được là , nếu bạn là một giáo viên của bạn có thể nhận ra được , nhưng nếu bạn là một giáo viên bình thường , họ có thể đặc biệt là ý nghĩa .","và tôi nghĩ những gì chúng ta đã học được là, nếu bạn là giáo viên của bạn có thể có ý nghĩa, nhưng nếu bạn là một giáo viên lòng trắc ẩn, họ có thể đặc biệt.",46.18241754659284,55.25557922491996,-9.073161678327125,PyTorch Transformer
128,"còn nếu bạn là một bác sĩ , bạn có thể làm vài điều tốt nhưng nếu bạn là một bác sĩ tận tâm , bạn có thể làm thêm nhiều điều tốt khác .","Nếu bạn là một bác sĩ bạn có thể làm một số điều tốt , nhưng nếu bạn là một bác sĩ tâm thần bạn có thể làm một số thứ khác .","nếu bạn là một bác sĩ, bạn có thể làm một số việc tốt, nhưng nếu bạn là một bác sĩ quan tâm bạn có thể làm được một số thứ khác.",63.31079572964741,62.900864921110156,0.40993080853725417,TensorFlow NMT
129,đó là lý do tại sao tôi muốn nói về sức mạnh của bản sắc nhân cách,Và vì vậy tôi muốn nói về sức mạnh của bản thân .,và vì vậy tôi muốn nói về sức mạnh của nhân dạng.,51.59135792441286,47.207865823155146,4.3834921012577155,TensorFlow NMT
130,thực ra tôi không học được điều này khi tôi hành nghề luật sư hay qua những công việc tôi làm,Và tôi không học về điều này thực sự là một luật sư và làm việc mà tôi làm .,và tôi đã không học được về điều này thực sự tập luyện luật pháp và làm việc mà tôi làm.,36.04811505311328,35.44455272212754,0.6035623309857385,TensorFlow NMT
131,mà tôi thực sự học được điều này từ bà của mình,Tôi đã học về điều này từ bà tôi .,tôi thực sự đã học được điều này từ bà tôi.,36.65633053608277,68.33463427382952,-31.678303737746752,PyTorch Transformer
132,"Tôi lớn lên trong một ngôi nhà , một gia đình người Mỹ gốc phi truyền thống và theo chế độ mẫu hệ và bà tôi là người làm chủ gia đình .","Tôi lớn lên trong một nhà , là nhà ngoại giao tiếng Mỹ đã bị thống trị bởi một con người , và cái mà cô ấy là bà tôi .","tôi lớn lên trong một ngôi nhà là ngôi nhà truyền thống người mỹ gốc phi bị chiếm lấy bởi một con cái đầu đàn, và con cái đó là bà tôi.",35.04913592300811,49.72500494060122,-14.675869017593108,PyTorch Transformer
133,"Bà rất cứng rắn , mạnh mẽ và đầy quyền lực trong gia đình","Cô ấy rất khó khăn , cô ấy là sức mạnh , cô ấy mạnh mẽ .","cô ấy rất khó khăn, cô ấy rất mạnh mẽ, cô ấy rất mạnh mẽ.",16.211495340682145,15.985081319837283,0.22641402084486195,TensorFlow NMT
134,Bà luôn là người chấm dứt mọi trận cãi vã trong gia đình,Cô ấy là sự kết thúc của mỗi cuộc tranh cãi trong gia đình chúng ta .,cô ấy là kết thúc của tất cả các cuộc tranh luận trong gia đình chúng tôi.,30.561337266613535,27.935485754243416,2.6258515123701187,TensorFlow NMT
135,và cũng luôn là người khơi nên nhiều cuộc tranh cãi trong gia đình,Cô ấy là khởi đầu rất nhiều tranh cãi trong gia đình chúng ta .,cô ấy là sự khởi đầu của rất nhiều tranh luận trong gia đình chúng tôi.,43.35568728179819,33.42847885059101,9.927208431207177,TensorFlow NMT
136,Ba mẹ bà thực ra là người con của nô lệ .,Cô ấy là con gái của người đã làm như vậy .,bà là con gái của những người đã bị bắt làm nô lệ.,23.0030155602788,33.1789046461065,-10.175889085827702,PyTorch Transformer
137,Cha mẹ bà sinh ra trong thời kỳ nô lệ tại Virginia vào những năm 1840,Bố mẹ cô ấy được sinh ra trong chế độ nô lệ ở Virginia trong năm 1918 .,bố mẹ cô ấy sinh ra vào chế độ nô lệ ở virginia vào năm 2012.,38.95282736490579,34.30356018284842,4.649267182057365,TensorFlow NMT
138,"và bà sinh vào những năm 1880 và phải niếm trải những tháng ngày làm nô lệ , chính điều đó đã định hình nên cách bà nhìn nhận cuộc đời .","Cô ấy được sinh ra trong năm nay , kinh nghiệm của nô lệ rất nhiều hình thành , những hình ảnh của quá trình hình thành thế giới .","cô ấy sinh ra vào năm 1975, và trải nghiệm nô lệ rất lớn được định hình theo cách cô ấy nhìn thấy thế giới.",20.51250059618022,23.549589384612947,-3.037088788432726,PyTorch Transformer
139,"Bà cứng rắn , nhưng cũng đắm thắm .","Và bà tôi là người của tôi , nhưng bà cũng yêu thích .","và bà tôi rất khó khăn, nhưng bà cũng rất yêu thương.",26.883735954998087,30.3650179641559,-3.4812820091578125,PyTorch Transformer
140,"Khi tôi còn bé , mỗi khi tôi nhìn bà bà sẽ đến bên và ôm tôi vào lòng","Khi tôi nhìn thấy cô ấy là một cậu bé nhỏ , cô ấy sẽ đến với tôi và cô ấy sẽ cho tôi xem những cái ôm này .","khi tôi nhìn thấy cô bé như một cậu bé, cô ấy đến gặp tôi và cô ấy sẽ đưa cho tôi những cái ôm này.",32.67576739957778,31.105901592136238,1.5698658074415413,TensorFlow NMT
141,bà ôm tôi chặt đến mức tôi thấy khó thở rồi sau đó bà để tôi đi,Và cô ấy ép tôi chặt chẽ tôi nên không thể thở và sau đó cô ấy sẽ làm cho tôi .,"và cô ấy sẽ ép tôi lại một cách chặt chẽ, tôi chỉ có thể thở và sau đó cô ấy sẽ để tôi đi.",26.36495048681125,31.21504779799933,-4.85009731118808,PyTorch Transformer
142,"một hoặc hai giờ sau , nếu tôi lại gặp bà bà sẽ tiến đến và nói : &quot; Bryan à , con vẫn cảm thấy như bà ôm con chứ ? &quot;","Và một giờ , nếu tôi nhìn thấy bà ấy , cô ấy sẽ đến với tôi và cô ấy nói , &quot; Được rồi , anh vẫn còn cảm thấy mình là anh ta không ? &quot;","và một tiếng sau, nếu tôi nhìn thấy cô ấy, cô ấy đến gặp tôi và cô ấy nói, & quot nỗi đau khổ, cô vẫn cảm thấy mình yêu cô? & quot",34.323993706545544,34.13147122457113,0.19252248197441446,TensorFlow NMT
143,"và nếu tôi nói &quot; dạ không &quot; , bà sẽ lại &quot; tấn công &quot; tôi và nếu tôi nói &quot; dạ có &quot; , bà sẽ để tôi một mình .","Và nếu tôi nói , &quot; Không , &quot; Cô ấy đã chỉ cho tôi một lần nữa , và nếu tôi nói , &quot; Cô ấy sẽ rời khỏi một mình .","và nếu tôi nói, & quot không, cô ấy sẽ tấn công tôi một lần nữa, và nếu tôi nói, & quot đúng, & quot cô ấy sẽ để tôi một mình.",42.46792043276508,46.519193785755725,-4.051273352990648,PyTorch Transformer
144,Bà sỡ hữu một tính cách mà bạn sẽ luôn muốn ở gần .,Và cô ấy chỉ có một chất lượng mà bạn luôn muốn là gần như cô ấy .,và cô ấy chỉ có chất lượng như thế này mà bạn luôn muốn gần cô ấy.,30.594629617631668,28.05373500142061,2.540894616211059,TensorFlow NMT
145,Thách thức duy nhất là bà có đến 10 đứa con .,Và thử thách duy nhất là cô ấy có 10 đứa trẻ .,và thách thức duy nhất là cô ấy có 10 đứa con.,42.05191648578843,71.67264520855139,-29.620728722762955,PyTorch Transformer
146,"Mẹ tôi là con út trong nhà ,",Mẹ tôi là người nhất của cô ấy trong 10 đứa con .,mẹ tôi là đứa trẻ tuổi nhất trong 10 đứa con của cô ấy.,38.753909725139025,39.919024360688084,-1.1651146355490596,PyTorch Transformer
147,"thỉnh thoảng , tôi đến và ở bên bà nhưng thật khó để bà có thời gian quan tâm đến tôi .","Và đôi khi tôi đi đến và dành cho cô ấy , nó khó để làm cho cô ấy và sự chú ý .","và đôi khi khi tôi đi và dành thời gian với cô ấy, sẽ rất khó để có được thời gian và sự chú ý của cô ấy.",18.578478911014933,24.51072692283887,-5.932248011823937,PyTorch Transformer
148,Các anh chị em họ của tôi cứ xung quanh bà mọi nơi,Người em của tôi sẽ chạy xung quanh mọi nơi .,anh em họ của tôi có thể chạy khắp mọi nơi.,41.07532807909779,40.281079462013224,0.7942486170845626,TensorFlow NMT
149,"Và tôi còn nhớ , lúc đó tôi khoảng 8 , 9 tuổi gì đó có một buổi sáng , tôi thức dậy , vào phòng khách và tôi thấy tất cả các anh chị em họ chạy xung quanh phòng ,","Tôi nhớ , khi tôi đến tám năm , tôi đã tỉnh dậy một sáng , sẽ đi vào phòng sống , và tất cả những người anh em của tôi đang chạy xung quanh .","và tôi nhớ, khi tôi khoảng 8 hay 9 tuổi, thức dậy vào một buổi sáng, đi vào phòng khách, và tất cả những người anh em họ của tôi đều chạy vòng quanh.",32.3128032298748,48.50473487502715,-16.191931645152344,PyTorch Transformer
150,bà tôi thì đang ngồi đối diện nhìn tôi chằm chằm .,Và bà tôi đang ngồi trên căn phòng nhìn vào mình .,và bà tôi đang ngồi trong phòng nhìn chằm chằm chằm chằm vào tôi.,31.181355136463495,44.40662334548935,-13.225268209025856,PyTorch Transformer
151,"Lúc đầu , tôi tưởng chúng tôi đang chơi một trò chơi",Và trước đầu tiên tôi nghĩ chúng tôi đang chơi một trò chơi .,và đầu tiên tôi nghĩ chúng tôi đang chơi một trò chơi.,66.06779876803198,66.06774088404445,5.7883987523155156e-05,TensorFlow NMT
152,thế rồi tôi nhìn bà và cười nhưng bà có vẻ rất nghiêm trọng .,"Và tôi nhìn vào cô ấy và tôi đã cười , nhưng cô ấy rất nghiêm trọng .","và tôi sẽ nhìn cô ấy và cười, nhưng cô ấy rất nghiêm túc.",47.516768013588006,36.56950281141287,10.947265202175139,TensorFlow NMT
153,"15 , 20 phút trôi qua bà đứng dậy , băng qua căn phòng rồi cầm tay tôi bà nói : &quot; Đi nào , Bryan . Bà và con sẽ nói chuyện nhé &quot;","Và sau khoảng 15 phút , cô ấy đã lên được và cô ấy đã đến trên căn phòng và cô ấy đã trả lời cho tôi , và cô ấy nói , &quot; Thôi nào , anh ta sẽ có một bài nói chuyện . &quot;","và sau khoảng 15 hay 20 phút, cô ấy đứng dậy và đến gặp căn phòng và mang tôi bằng tay và cô ấy nói, & quot hãy lên, đàn áp. cô sẽ có một bài nói chuyện. & quot",32.261350642756234,34.578440290823686,-2.3170896480674514,PyTorch Transformer
154,"tôi nhớ như in ngày đó , tưởng chừng như mới xảy qua hôm qua vậy",Và tôi nhớ điều này như thế này .,và tôi nhớ điều này như thể nó đã xảy ra hôm qua.,14.790539136913445,26.41161512065309,-11.621075983739644,PyTorch Transformer
155,Và tôi sẽ không bao giờ quên được .,Tôi không bao giờ quên nó .,tôi sẽ không bao giờ quên điều đó.,57.173926623543636,74.54033154848372,-17.366404924940085,PyTorch Transformer
156,"bà dẫn tôi ra khỏi phòng , ra phía sau nhà và nói &quot; Bryan này , bà sẽ nói với con một chuyện nhưng con đừng nói với ai nhé &quot;","Cô ấy đã trả lời cho tôi , &quot; Được rồi , tôi sẽ nói với các bạn rằng , &quot; Tôi sẽ nói với các bạn rằng , nhưng bạn không nói với ai là gì . &quot;","cô ấy đưa tôi trở lại và nói, & quot tràn ngập, tôi sẽ nói với bạn một cái gì đó, nhưng cô không nói với bất cứ ai tôi nói với các bạn. & quot",30.840116031791265,30.589623857273153,0.25049217451811145,TensorFlow NMT
157,Tôi đáp &quot; dạ được thôi ạ &quot;,"Tôi nói , &quot; Được rồi , thưa ông . &quot;","tôi nói, & quot được rồi, mẹ. & quot",39.609294110413124,29.808857344048384,9.80043676636474,TensorFlow NMT
158,"Bà nói : &quot; nào , hãy chắc chắn là con sẽ không làm thế chứ &quot; . Tôi nói &quot; chắc chắn ạ &quot;","Cô ấy nói , &quot; Bây giờ bạn chắc chắn không làm điều đó . &quot; Tôi nói , &quot; Chắc chắn . &quot;","cô ấy nói, & quot bây giờ cô chắc chắn là cô không làm được điều đó. & quot tôi nói, & quot chắc chắn rồi. & quot",50.2536842844919,43.392002463583445,6.861681820908451,TensorFlow NMT
159,"Rồi bà ngồi xuống , nhìn tôi và nói &quot; bà muốn con biết rằng bà vẫn luôn theo chân đến con &quot; .","Cô ấy ngồi xuống và cô ấy nói , &quot; Tôi muốn cháu biết mình đang xem mình là ai mà anh ấy đang xem . &quot;","rồi cô ấy ngồi xuống và nhìn tôi và nói, & quot tôi muốn các bạn biết tôi đã theo dõi các bạn. & quot",31.945353063363697,39.57923585500743,-7.633882791643735,PyTorch Transformer
160,&quot; Bà nghĩ con là đứa trẻ đặc biệt &quot;,"Và cô ấy nói , &quot; Tôi nghĩ là bạn đặc biệt . &quot;","và cô ấy nói, & quot tôi nghĩ cô đặc biệt. & quot",43.49716354399139,36.040016964680575,7.457146579310816,TensorFlow NMT
161,&quot; Bà nghĩ con có thể làm mọi thứ mà con muốn &quot;,"Cô ấy nói , &quot; Tôi nghĩ rằng anh có thể làm gì với mọi thứ bạn muốn làm . &quot;","cô ấy nói, & quot tôi nghĩ bạn có thể làm bất cứ điều gì bạn muốn. & quot",47.67899094172318,37.291501154538196,10.387489787184983,TensorFlow NMT
162,Tôi sẽ không bao giờ quên lời bà .,Tôi sẽ không bao giờ quên mất .,tôi sẽ không bao giờ quên được điều đó.,75.16213430489124,71.52516746783714,3.6369668370541035,TensorFlow NMT
163,"rồi bà nói tiếp &quot; Con chỉ cần hứa với bà 3 điều , Bryan à &quot;","Và rồi cô ấy nói , &quot; Tôi chỉ cần phải trả lời cho tôi 3 thứ , tốt . &quot;","và rồi cô ấy nói, & quot tôi chỉ cần cô hứa với tôi ba thứ, đàn áp. & quot",31.620192181016687,33.08183925342405,-1.461647072407363,PyTorch Transformer
164,Tôi nói &quot; dạ được ạ &quot;,"Tôi nói , &quot; Được rồi , thưa ông . &quot;","tôi nói, & quot được rồi, mẹ. & quot",51.333715034249295,43.08699878481975,8.246716249429547,TensorFlow NMT
165,&quot; điều đầu tiên bà muốn con hứa là con phải luôn yêu thương mẹ con &quot;,"Cô ấy nói , &quot; Điều đầu tiên mà tôi muốn nói là bạn sẽ luôn yêu thích mẹ của mình . &quot;","cô ấy nói, & quot điều đầu tiên tôi muốn các bạn hứa với tôi là bạn sẽ luôn yêu mẹ. & quot",48.82586491858274,40.29994181183431,8.52592310674843,TensorFlow NMT
166,"&quot; nó là đứa con gái bé bỏng của bà , con hãy hứa rằng sẽ luôn chăm sóc mẹ con nhé &quot;","Cô ấy nói , &quot; Đó là cô gái của cô ấy , và bạn phải hứa hẹn cho tôi bây giờ bạn sẽ luôn luôn quan tâm đến cô ấy . &quot;","cô ấy nói, & quot đó là cô bé của tôi, và em phải hứa với em bây giờ cô sẽ luôn chăm sóc cô ấy. & quot",28.242265742227023,30.953663500710938,-2.7113977584839155,PyTorch Transformer
167,"À , tôi yêu mẹ , vì thế tôi hứa ngay &quot; Vâng , con sẽ làm ạ &quot;","Tôi yêu thích mẹ tôi , vì vậy , tôi đã nói , &quot; Đúng vậy , &quot;","tôi rất thích mẹ tôi, nên tôi nói, & quot vâng, mẹ. mẹ sẽ làm thế. & quot",34.88207848416149,31.1513952706446,3.7306832135168904,TensorFlow NMT
168,&quot; điều thứ 2 bà muốn con hứa là sẽ luôn làm những việc đúng đắn dẫu có khó khăn đến mấy &quot; .,"Cô ấy nói , &quot; Điều thứ hai mà tôi muốn nói là bạn sẽ luôn luôn luôn làm điều đó ngay cả khi phải là điều khó khăn . &quot;","sau đó cô ấy nói, & quot điều thứ hai tôi muốn các bạn hứa với tôi là các bạn sẽ luôn làm điều đúng đắn ngay cả khi điều đúng đắn là điều khó. & quot",40.264580025312355,36.12432457851107,4.140255446801284,TensorFlow NMT
169,"Tôi suy nghĩ rồi nói &quot; Vâng , con sẽ làm ạ &quot;","Và tôi nghĩ về nó , &quot; Đúng vậy , &quot; Vâng , ông ta sẽ làm điều đó . &quot;","và tôi nghĩ về điều này và tôi nói, & quot vâng, mẹ. mẹ sẽ làm thế. & quot",44.33851040333241,35.97871809959743,8.359792303734977,TensorFlow NMT
170,cuối cùng bà nói &quot; điều thứ 3 là con hãy hứa với bà rằng con sẽ không bao giờ uống rượu &quot; .,"Rồi cuối cùng cô ấy nói , &quot; Điều thứ 3 mà tôi muốn nói là bạn sẽ không bao giờ uống rượu . &quot;","cuối cùng cô ấy nói, & quot điều thứ ba tôi muốn các bạn hứa với tôi là bạn sẽ không bao giờ uống rượu. & quot",57.66321128933567,53.1453080235358,4.517903265799873,TensorFlow NMT
171,"À , lúc đó tôi mới 9 tuổi nên tôi nói &quot; Vâng , con hứa ạ &quot;","Tôi đã 9 tuổi , vì vậy , tôi nói , &quot; Đúng vậy , &quot;","tôi mới 9 tuổi, nên tôi nói, & quot vâng, mẹ ơi. mẹ sẽ làm thế. & quot",35.0508845923372,47.66563791024537,-12.614753317908175,PyTorch Transformer
172,"Tôi lớn lên ở vùng quê miền Nam và có một anh trai , lớn hơn tôi một tuổi và một em gái , nhỏ hơn tôi một tuổi","Tôi lớn lên trong đất nước ở Nam Phi , tôi có một người anh trai một năm tuổi tôi và một đứa con gái hơn là một năm .","tôi lớn lên ở đất nước ở vùng nông thôn, và tôi có một người anh trai hơn tôi một tuổi và một người chị gái trẻ tuổi.",37.22616601309031,48.60789345049873,-11.381727437408422,PyTorch Transformer
173,"Đến khi tôi 14 , 15 tuổi một ngày kia , anh tôi về nhà và mang về 6 chai bia Tôi không biết anh ấy có nó từ đâu anh ấy kéo tôi và đứa em gái cùng đi vào rừng","Khi tôi đến 14 tuổi , một ngày , một ngày , một ngày tôi đã đến nhà và ông ấy đã có một cái bia của bia -- tôi không biết anh ấy đã làm được rồi em gái mình và chúng tôi đi ra khỏi","khi tôi khoảng 14 hay 15 tuổi, một ngày anh trai tôi về nhà và anh ta có một nhóm 6 cốc bia này tôi không biết anh ta lấy nó ở đâu và anh ta bắt tôi và em gái tôi và chúng tôi ra ngoài",36.37774635221183,42.52487424455402,-6.147127892342191,PyTorch Transformer
174,đại loại là chúng tôi đã ở ngoài đó làm những thứ điên cuồng,Và chúng ta chỉ ra ngoài đó là chúng ta đã làm được .,và chúng tôi đã ở ngoài kia làm những thứ chúng tôi hoàn toàn có thể.,32.394305260299575,52.38325624844078,-19.988950988141205,PyTorch Transformer
175,anh ấy uống xong một ngụm bia thì đưa cho tôi và em gái và họ đưa bia cho tôi .,Và ông ấy có một số bia trong đó và anh ta đã đưa ra một vài thứ để cho em gái và cô ấy đã đưa ra cho tôi .,"và anh ấy có thêm một chút bia này và đưa cho chị gái của tôi và cô ấy có một số, và họ đưa nó cho tôi.",34.75397532264192,39.51651138784584,-4.762536065203918,PyTorch Transformer
176,"tôi nói &quot; không , không , không. không sao . Hai người cứ uống đi . Em sẽ không uống một giọt bia nào cả &quot;","Tôi nói , &quot; Không , không , không phải là gì . Không phải là điều gì . Anh cũng không có cái bia . &quot;","tôi nói, & quot không, không, không. được rồi. tất cả các bạn đều đi trước. tôi sẽ không uống bia. & quot",44.863549622373114,43.567284474338265,1.2962651480348484,TensorFlow NMT
177,"Anh trai tôi nói , &quot; thôi nào , Chúng ta làm việc này hôm nay , và em luôn cùng làm những gì anh và em gái làm mà &quot;","Anh trai của tôi nói , &quot; Thôi nào . Chúng ta đang làm điều này hôm nay . Chúng ta luôn làm điều này .","anh trai tôi nói, & quot hãy tiếp tục. chúng tôi đang làm điều này ngày hôm nay, chúng tôi luôn làm những gì chúng tôi làm.",45.263317591203474,46.15594037583525,-0.8926227846317758,PyTorch Transformer
178,"Anh đã uống một ít , em gái em cũng đã uống một ít , nào tới lượt em uống đấy &quot;","Tôi có một số , em gái của bạn có một số bia . Có một vài bia .","tôi có một vài người, chị gái của anh có bia. & quot",13.062311209106142,13.08320569646551,-0.02089448735936905,PyTorch Transformer
179,"Tôi nói &quot; Không , em không cảm thấy như thế là đúng . Hai người cứ uống đi , cứ tiếp tục &quot;","Tôi nói , &quot; Không , không phải là về việc đó . Y của bạn đã đến trước . Y của bạn đã đến . &quot;","tôi nói, & quot không, tôi không cảm thấy đúng về điều đó. & apos y & apos tất cả đi trước. & apos & apos",32.71849737789852,32.130224327502376,0.5882730503961469,TensorFlow NMT
180,Và rồi anh tôi nhìn tôi chằm chằm,Và rồi anh tôi bắt đầu nhìn vào tôi .,và rồi anh trai tôi bắt đầu nhìn chằm chằm vào tôi.,48.26691222114092,58.93123854106855,-10.664326319927632,PyTorch Transformer
181,và nói &quot; Em bị làm sao vậy ? uống tí đi &quot;,"Ông ấy nói , &quot; Đúng không nào ? Có một số bia . &quot;","anh ta nói, & quot điều gì sai với anh? có một vài bia. & quot",29.011325975784246,22.530765028367913,6.480560947416333,TensorFlow NMT
182,"anh ấy nhìn tôi khó chịu , &quot; ồ , anh mong em sẽ không bận tâm quá nhiều về buổi nói chuyện đó của bà ngoại và em &quot;","Rồi ông ấy nhìn vào tôi rất khó khăn và ông ấy nói , &quot; Ồ , tôi hy vọng là bạn không phải là người ngồi trên cuộc trò chuyện của ông . &quot;","sau đó ông nhìn tôi rất khó và nói, & quot ồ, tôi hy vọng các bạn sẽ không bị treo trên cuộc trò chuyện này với mẹ. & quot",31.44124205669579,30.71839266617466,0.7228493905211302,TensorFlow NMT
183,Tôi nói &quot; Anh đang nói gì thế ? &quot;,"Tôi nói : &quot; À , anh nói gì về đâu ? &quot;","tôi nói, & quot ồ, anh đang nói gì thế? & quot",51.65550502587581,76.5641429332063,-24.908637907330487,PyTorch Transformer
184,Anh trả lời &quot; Bà nói với tất cả những đứa cháu rằng chúng đặc biệt &quot;,"Ông ấy nói , &quot; Ồ , ông ta nói với tất cả những thứ mà họ đặc biệt là đặc biệt . &quot;","ông nói, & quot ồ, mẹ nói với tất cả những đứa trẻ mà chúng đặc biệt. & quot",46.95522357513611,54.46686244426139,-7.511638869125278,PyTorch Transformer
185,"Lúc đấy , tôi thấy thất vọng",Tôi bị chết .,tôi đã bị tàn phá.,7.833968906477547,8.095458600293545,-0.2614896938159985,PyTorch Transformer
186,Tôi muốn thú nhận với các bạn một điều,Tôi sẽ thừa nhận một thứ gì đó để bạn .,và tôi sẽ thừa nhận điều gì đó với các bạn.,20.43554143521315,40.05615161351798,-19.620610178304833,PyTorch Transformer
187,mà đáng lý tôi không nên nói ra,Tôi sẽ nói với các bạn rằng tôi không nên làm gì .,tôi sẽ nói với các bạn một điều mà tôi có lẽ không nên làm.,41.29387081099839,32.32330678417566,8.970564026822736,TensorFlow NMT
188,Tôi biết rằng buổi nói chuyện này sẽ được phát sóng rộng rãi,Tôi biết điều này có thể được truyền tải .,tôi biết điều này có thể được phát sóng rộng rãi.,21.119686334998107,51.976194265807464,-30.856507930809357,PyTorch Transformer
