sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
363,Bà ấy đây .,Cô ấy là .,cô ấy đã ở đó.,14.498491704374056,16.96570251257751,-2.467210808203456,PyTorch Transformer
364,Bà nghỉ hưu 2 năm về trước để dùng nhà của chúng tôi để mở trường cho bé gái và phụ nữ trong hàng xóm .,"Cô ấy đã nghỉ hưu , chỉ cần phải biến nhà của chúng tôi vào một ngôi trường cho các em gái và phụ nữ trong những khu vực của chúng tôi .","cô ấy đã nghỉ hưu 2 năm trước, chỉ để biến ngôi nhà của chúng tôi thành một ngôi trường dành cho các cô gái và phụ nữ trong khu phố của chúng tôi.",46.229775930554936,51.511217310848764,-5.281441380293828,PyTorch Transformer
365,Và đây là bố của tôi ông là người đầu tiên trong gia đình của ông ấy được giáo dục .,Và bố tôi -- đó là anh ta -- ông ấy là người đầu tiên trong gia đình của ông để nhận được một giáo dục .,và bố tôi đó là ông ấy là người đầu tiên trong gia đình ông nhận được một giáo dục.,66.3538577858863,61.72570324300699,4.628154542879315,TensorFlow NMT
366,"Không nghi ngờ rằng con cái của ông ấy sẽ được giáo dục , bao gồm con gái của ông , bất chấp Taliban , và bất chấp những hiểm nguy .","Không có câu hỏi mà con cái của ông ấy sẽ nhận được một giáo dục , kể cả con gái của ông , mặc dù là người lính , mặc dù những nguy hiểm .","không có câu hỏi nào rằng trẻ em của anh ta sẽ nhận được một nền giáo dục, bao gồm cả con gái của anh ta, mặc cho quân taliban, mặc cho những rủi ro.",45.341108815766766,38.3217276975097,7.019381118257066,TensorFlow NMT
367,"Đối với ông , con cái không được học là mối nguy hiểm lớn hơn cả .","Đối với ông , có nguy cơ lớn hơn không phải là người cố gắng dạy con cái của mình .","đối với ông, có nhiều rủi ro lớn hơn trong việc không giáo dục trẻ em của ông.",44.530383365081825,34.65919720994211,9.871186155139718,TensorFlow NMT
368,"Trong những năm Taliban , tôi nhớ rằng có những lúc tôi rất tức giận về cuộc sống của chúng tôi và luôn sợ hãi và không thấy được tương lai .","Trong khi quân Taliban , tôi nhớ rằng có nhiều lần tôi có thể làm được rất khó khăn bởi cuộc sống của chúng ta và luôn sợ hãi và không thấy một tương lai .","trong suốt những năm của taliban, tôi nhớ rằng đã có những lần tôi cảm thấy chán nản bởi cuộc sống của chúng ta và luôn luôn sợ hãi và không nhìn thấy một tương lai.",62.08851045145553,62.98682244108159,-0.8983119896260661,PyTorch Transformer
369,"Tôi rất muốn từ bỏ chuyện học , nhưng bố tôi , ông sẽ nói rằng , &quot; Nghe này con gái , con có thể mất hết mọi thứ con có trên cuộc đời này","Tôi muốn từ bỏ , nhưng bố tôi , ông ấy nói , &quot; Nghe , con gái của tôi , em có thể mất mọi thứ mà bạn có trong cuộc sống của mình .","tôi muốn từ bỏ, nhưng bố tôi, ông sẽ nói, & quot nghe này, con gái tôi, bạn có thể mất tất cả mọi thứ trong cuộc sống của mình.",49.98153290983466,51.593657893988386,-1.6121249841537235,PyTorch Transformer
370,Tiền của con có thể bị cướp mất . Con có thể bị buộc phải rời khỏi nhà trong thời gian chiến tranh .,Bạn có thể bị đánh cắp . Bạn có thể bị buộc phải để rời khỏi nhà trong một cuộc chiến .,tiền của bạn có thể bị đánh cắp. bạn có thể bị buộc phải rời khỏi nhà trong một cuộc chiến.,49.88514639218636,58.58613532035236,-8.700988928166005,PyTorch Transformer
371,"Nhưng một thứ sẽ mãi mãi tồn tại với con là thứ trong đây , và nếu chúng ta bị bắt buộc phải bán máu để trả tiền học phì , chúng ta sẽ làm thế .","Nhưng một điều mà sẽ luôn luôn luôn luôn luôn luôn với bạn là gì , và nếu chúng ta phải bán cho các bạn để trả tiền cho các bạn , chúng ta sẽ .","nhưng một điều sẽ luôn tồn tại với bạn là những gì đang diễn ra ở đây, và nếu chúng ta phải bán máu để trả lương cho trường học của bạn, chúng ta sẽ làm như thế.",39.943678129626626,53.17195439998724,-13.228276270360617,PyTorch Transformer
372,Vậy thì con còn muốn tiếp tục nữa không ?,Vậy nên bạn vẫn không muốn tiếp tục ? &quot;,bạn có muốn tiếp tục không? & quot,41.53344171439051,43.81953710254998,-2.286095388159467,PyTorch Transformer
373,Hôm nay tôi 22 tuổi .,Hôm nay tôi là 22 .,hôm nay tôi 22 tuổi.,55.22864738245703,100.0,-44.77135261754297,PyTorch Transformer
374,Tôi đã được lớn lên ở một quốc gia đã bị tiêu huỷ bởi bao thập niên chiến tranh .,Tôi đã nuôi dưỡng một đất nước bị phá huỷ bởi những thập kỷ chiến tranh .,tôi được nuôi lớn ở một đất nước mà đã bị phá huỷ hàng thập kỷ qua chiến tranh.,33.97864658085365,36.83905109959197,-2.8604045187383207,PyTorch Transformer
375,"Ít hơn 6 % phụ nữ tuổi tôi được học sau trung học phổ thông , và nếu gia đình tôi không cam kết về việc học của tôi , tôi cũng trở thành một trong số họ .","Một cách tuyệt vời hơn sáu % phụ nữ của tôi đã làm được điều đó ngoài trường cao , và có gia đình tôi không phải là do tôi , tôi sẽ là một trong những người trong số họ .","ít hơn 6 % số phụ nữ trong độ tuổi của tôi đã vượt qua trường trung học, và gia đình tôi không được thoả thuận với giáo dục của tôi, tôi sẽ là một trong số họ.",41.09890372855408,49.872016748946926,-8.773113020392849,PyTorch Transformer
376,"Nhưng mà , tôi hãnh diện đứng đây là một sinh viên tốt nghiệp trường Cao Đẳng Middlebury .","Thay vào đó , tôi đứng ở đây một lần nữa , một trường hợp tự hào .","thay vào đó, tôi đứng ở đây một trường đại học đầy tự hào.",19.460120128807155,19.186243179994193,0.273876948812962,TensorFlow NMT
377,"Khi tôi trở về Afghanistan , ông ngoại tôi , người bị ruồng bỏ bởi gia đình vì ông dám cho con gái của ông đi học , là một trong những người đầu tiên chúc mừng tôi .","Khi tôi quay trở lại Afghanistan , ông ấy , một người bị từ nhà cho việc họ cố gắng dạy con gái của mình , là trong những người đầu tiên để giáo dục cho tôi .","khi tôi trở về afghanistan, ông nội của tôi, một người tách rời khỏi nhà để giáo dục dũng cảm để giáo dục con gái của ông, là một trong những lời chúc mừng cho tôi.",47.281604121339726,51.66857587173395,-4.386971750394224,PyTorch Transformer
378,"Ông ấy không những khoe về bằng cao đẳng của tôi , mà còn về tôi là người phụ nữ đầu tiên , và tôi là người phụ nữ đầu tiên có thể chở ông ấy trên những con đường ở Kabul .","Ông không chỉ là một người làm được về việc của tôi , nhưng cũng là người phụ nữ đầu tiên , mà tôi là người phụ nữ đầu tiên , và tôi là người phụ nữ đầu tiên để lái xe đi .","ông ấy không chỉ nằm ở mức độ cao đẳng đại học của tôi, mà còn là phụ nữ đầu tiên, và tôi là người phụ nữ đầu tiên lái xe qua những con đường ở seattle.",48.77097193730903,57.89258688930944,-9.121614952000414,PyTorch Transformer
379,Gia đình tôi tin tưởng tôi .,Gia đình tôi tin vào tôi .,gia đình tôi tin vào tôi.,66.08695504305263,66.08695504305263,0.0,Tie
380,"Tôi mơ ước lớn , nhưng gia đình tôi mong ước cho tôi còn lớn hơn .","Tôi mơ ước lớn hơn , những giấc mơ lớn nhất của tôi thậm chí còn lớn hơn cho tôi .","tôi mơ ước lớn, nhưng gia đình tôi mơ ước của tôi thậm chí còn lớn hơn cho tôi.",48.69417187412711,75.23142013840959,-26.537248264282482,PyTorch Transformer
381,"Vì thế tôi là đại sứ toàn cầu cho 10x10 , đây là cuộc vận động toàn cầu để giáo dục phụ nữ .","Đó là lý do tại sao tôi là một đại sứ toàn cầu cho các người làm cho các người phụ nữ , một chiến dịch toàn cầu để giáo dục phụ nữ .","đó là lý do tại sao tôi là một đại sứ đại sứ toàn cầu dành cho các chiến dịch toàn cầu, một chiến dịch toàn cầu để giáo dục phụ nữ.",52.42875487267007,49.73148138713019,2.697273485539881,TensorFlow NMT
382,"Vì vậy tôi giúp thành lập SOLA , ngôi trường đầu tiên và hẳn là duy nhất cho con gái ở Afghanistan , một đất nước mà vẫn còn nguy hiểm cho các cô gái đến trường học","Đó là lý do tại sao tôi lại theo dõi , và có lẽ chỉ là người làm ngôi trường cho các em gái ở Afghanistan , một đất nước nơi mà nó vẫn còn nguy hiểm cho các em gái đến trường .","đó là lý do tại sao tôi lại là những người nổi tiếng, điều đầu tiên và có lẽ chỉ có xe tải cho các bé gái ở afghanistan, một đất nước mà nó vẫn đang mạo hiểm cho các bé gái đi học.",51.682011681799445,41.694522641274474,9.98748904052497,TensorFlow NMT
383,Tôi rất phấn khởi khi thấy học sinh đến trường của tôi với kì vọng để nắm lấy cơ hội này .,Điều thú vị là tôi thấy các sinh viên ở trường của tôi với sự tham vọng của mình .,điều thú vị là tôi thấy các sinh viên ở trường với tham vọng thu hút cơ hội.,33.11952408429942,25.981599501927764,7.137924582371657,TensorFlow NMT
384,"Và tôi thấy cha mẹ họ và bố họ như cha của tôi , ủng hộ họ , bất chấp và ngay cả khi đang gặp nhiều đối lập khó khăn .","Và tôi thấy cha mẹ của họ , như những người cha , như tôi , người sở hữu cho họ , mặc dù họ là người sở hữu cho họ , mặc dù trong mặt việc không ngừng đối lập .","và tôi thấy cha mẹ của họ và những người cha của họ, như tôi, người ủng hộ họ, mặc cho họ, mặc dù đối mặt với sự phản đối khó khăn.",31.18669300336102,43.63001228459272,-12.443319281231702,PyTorch Transformer
385,"Như Ahmed . Đó không phải là tên thật của ông ấy , và tôi không thể lộ mặt của ông ấy được , nhưng Ahmed là cha của một học sinh của tôi .","Giống như như thế nào , đó không phải là những tên gọi là những gì không thể cho bạn thấy , nhưng ở đây là bố của tôi , nhưng cả người là cha của một trong những sinh viên của tôi .","ví dụ, đó không phải là một cái tên thật của anh ấy, và tôi không thể cho bạn thấy khuôn mặt của anh ấy, nhưng thứ tư là cha của một học sinh của tôi.",40.52807691331209,62.76507019522033,-22.23699328190824,PyTorch Transformer
386,"Ít hơn một tháng rồi , ông và con gái ông đang trên đường tới SOLA từ làng của họ , và họ thật sự chỉ xém bị giết chết vì một quả bom bên đường chỉ trong vài phút .","Ít hơn một tháng trước , ông ấy và con gái của ông ấy ở cách họ từ đầu của họ , và họ đã tự mất được bởi vì một quả bom , và họ đã tự mất được bởi một quả bom .","ít hơn một tháng trước, anh ấy và con gái của anh ta đang ở trên đường từ vị thần đến làng của mình, và họ đã quên mất một quả bom dọc đường thẳng bởi những phút.",36.376301036708064,41.98775690903843,-5.611455872330367,PyTorch Transformer
387,"Khi ông vừa về tới nhà , điện thoại reng , một giọng nói đe doạ ông nếu ông tiếp tục đưa con gái ông tới trường , họ sẽ thử lần nữa .","Khi ông ấy đến nhà , điện thoại , một lời báo tiếng nói , một lời báo âm thanh của ông ấy , một lời báo âm thanh của ông ấy , họ sẽ cố gắng thêm một lần nữa .","khi anh ta về nhà, điện thoại kêu, tiếng nói của anh ta rằng nếu anh ta gửi con gái trở về trường, họ sẽ thử lại lần nữa.",33.50865819887909,43.514202048486716,-10.005543849607626,PyTorch Transformer
388,"Ông ấy trả lời : &quot; Nếu ngươi muốn thì giết tôi đi , nhưng tôi sẽ không huỷ hoại tương lai của con gái tôi vì những tư tưởng lạc hậu và ngược đời của các người &quot;","&quot; Những người gây mê &quot; , nếu bạn muốn , &quot; Ông nói , &quot; Nhưng tôi sẽ không làm gì với con gái của mình vì bạn và những ý tưởng của bạn . &quot;","& quot giết tôi ngay bây giờ, nếu bạn muốn, & quot anh ta nói, & quot nhưng tôi sẽ không phá huỷ tương lai của con gái tôi bởi vì ý tưởng cũ của anh. & quot",34.370524533169984,40.667684414834014,-6.2971598816640295,PyTorch Transformer
389,"Tôi bây giờ đã nhận thấy về Afghanistan , và đây là thứ thường bị bỏ qua ở Tây phương , là đằng sau hầu hết mỗi người thành công chúng ta là một người cha trân trọng giá trị của con gái họ và người thấy thành công của con gái mình như là thành công của chính họ .","Điều mà tôi nhận ra về Afghanistan , đây là một thứ mà thường được đưa vào phương Tây , những người ở phía trên , những người mà chúng tôi đã thành công là một người cha đã nhận ra giá trị của mình .","những gì tôi nhận ra ở afghanistan, và điều này thường bị loại bỏ ở phương tây, rằng đằng sau hầu hết chúng ta thành công là một người cha nhận ra giá trị của con gái và những người thấy rằng thành công của mình",35.702384101552845,48.93098213868548,-13.228598037132635,PyTorch Transformer
390,Đây không phải nói người mẹ không quan trọng trong thành công của chúng ta .,Không phải là nói rằng những gì của chúng ta không phải là chìa khoá trong quá trình của chúng ta .,không phải là nói rằng những bà mẹ chúng ta không phải là chìa khoá trong thành công của chúng ta.,41.49085881384135,56.4471521792679,-14.956293365426554,PyTorch Transformer
391,"Thật ra , họ là người đầu tiên và là người thương thuyết thuyết phục cho một tương lai sáng của con gái họ , nhưng trong hoàn cảnh xã hội như Afghanistan , chúng ta cần đến sự ủng hộ của những người đàn ông .","Thực tế , họ thường thường là những người đồng giáo và thuyết phục về một tương lai sáng suốt cho con gái , nhưng trong bối cảnh của một xã hội như ở Afghanistan , chúng ta phải hỗ trợ sự hỗ trợ của nam giới .","thực tế, họ thường là những người thuyết phục và thuyết phục những người đàm phán về một tương lai tươi sáng cho những đứa con gái của họ, nhưng trong bối cảnh của một xã hội như afghanistan, chúng ta phải có sự ủng",48.809122531978126,55.387645332097904,-6.578522800119778,PyTorch Transformer
392,"Dưới Taliban , những cô gái đến trường cả hàng trăm người nhớ rằng , đó là bất hợp pháp .","Bên trong Taliban , cô gái đã đến trường được đánh giá trong hàng trăm người -- nhớ là , nó là bất hợp pháp .","dưới taliban, những cô gái đã đi học trên hàng trăm ghi nhớ, điều đó là bất hợp pháp.",58.2464904015457,63.11616544028173,-4.869675038736034,PyTorch Transformer
393,"Nhưng ngày hôm nay , hơn 3 triệu nữ sinh đang theo học ở Afghanistan","Nhưng ngày nay , hơn 3 triệu phụ nữ ở trường ở Afghanistan .","nhưng ngày nay, hơn 3 triệu cô gái đang ở trường afghanistan.",55.24594930875484,54.289207135196925,0.9567421735579131,TensorFlow NMT
394,Afghanistan nhìn rất khác khi nhìn từ Mỹ .,Afghanistan trông rất khác biệt từ Mỹ .,afghanistan trông rất khác biệt so với nước mỹ.,51.26857361722219,43.85868093338411,7.4098926838380805,TensorFlow NMT
395,"Tôi thấy rằng người Mỹ thấy sự yếu ớt , dễ vỡ trong những thay đổi .",Tôi thấy rằng người Mỹ thấy sự thay đổi của người Mỹ .,tôi thấy người mỹ nhìn thấy sự mỏng manh của sự thay đổi.,55.38920905812037,40.62740666739888,14.761802390721492,TensorFlow NMT
396,Tôi sợ rằng tất cả những thay đổi đó sẽ không kéo dài hơn sau khi quân đội Mỹ rút đi .,Tôi sợ rằng những thay đổi này sẽ không được vượt qua nhiều hơn những người trong những tổ chức của họ .,tôi sợ rằng những thay đổi này sẽ không còn là cuối cùng ngoài những quân đội hoa kỳ.,36.73272418719006,42.2980758261196,-5.565351638929542,PyTorch Transformer
397,"Nhưng khi tôi trở về Afghanistan , khi tôi thấy học sinh trong trường của tôi và cha mẹ họ ủng hộ họ , khuyến khích họ , tôi thấy một tương lai hứa hẹn và sự thay đổi sẽ tồn tại lâu dài .","Nhưng khi tôi trở lại Afghanistan , khi tôi nhìn thấy các sinh viên trong trường học của mình và cha mẹ họ đã ủng hộ họ , tôi thấy một tương lai hứa hẹn và thay đổi .","nhưng khi tôi trở lại afghanistan, khi tôi nhìn thấy những sinh viên trong trường học và bố mẹ của họ ủng hộ họ, những người khuyến khích họ, tôi thấy một tương lai đầy hứa hẹn và bền vững.",62.53935268947737,61.34128543142329,1.1980672580540812,TensorFlow NMT
398,"Đối với tôi , Afghanistan là một đất nước của hy vọng , khả năng không giới hạn , và mỗi ngày nữ sinh trường SOLA nhắc nhở tôi về điều đó .","Đối với tôi , Afghanistan là một quốc gia hy vọng và những khả năng có thể , và mỗi ngày mỗi ngày , mỗi ngày của các em gái của sự tự tin về bản thân tôi .","đối với tôi, afghanistan là một đất nước của hy vọng và những khả năng vô tận, và mỗi ngày những cô gái của tôi đã nhắc nhở tôi về điều đó.",45.42271308763146,69.9957727859937,-24.573059698362236,PyTorch Transformer
399,"Như tôi , họ có mơ ước lớn .","Giống như tôi , họ mơ mộng to lớn .","giống như tôi, chúng đang mơ ước lớn.",49.265720728737364,59.739694475194604,-10.47397374645724,PyTorch Transformer
400,Cám ơn .,Cảm ơn .,xin cảm ơn.,42.916666666666664,38.5674485538616,4.349218112805062,TensorFlow NMT
401,Xin chào . Đây là chiếc điện thoại di động của tôi .,Xin chào . Đây là điện thoại di động của tôi .,xin chào. đây là điện thoại di động của tôi.,83.76163324568931,83.76163324568931,0.0,Tie
402,"Một chiếc điện thoại di động có thể thay đổi cuộc sống của bạn , và một chiếc điện thoại cũng mang lại cho bạn tự do cá nhân .","Một điện thoại di động có thể thay đổi cuộc sống của bạn , và một điện thoại di động cho bạn một cách tự do .","điện thoại di động có thể thay đổi cuộc sống của bạn, và điện thoại di động mang đến cho bạn sự tự do cá nhân.",65.92003294072258,70.43460550162338,-4.5145725609008025,PyTorch Transformer
403,"Với một chiếc điện thoại di động , bạn có thể ghi lại hình ảnh những hành động xâm phạm nhân quyền ở Syria .","Với một điện thoại di động , bạn có thể có thể có một tội phạm chống lại nhân loại ở Syria .","với điện thoại di động, bạn có thể bắn một tội phạm chống lại nhân loại ở syria.",47.34718420738183,45.977123959517144,1.3700602478646857,TensorFlow NMT
404,"Với một chiếc điện thoại di động , bạn cũng có thể đăng tải một thông điệp trên Tweeter và bắt đầu tham gia một cuộc biểu tình phản đối chính phủ ở Ai Cập .","Với một điện thoại di động , bạn có thể tweet một thông điệp và bắt đầu một sự phản đối trong bất cứ người Ai Cập .","với điện thoại di động, bạn có thể tweet một thông điệp và bắt đầu một cuộc biểu tình ở ai cập.",48.137371951671305,52.60173380439899,-4.464361852727684,PyTorch Transformer
405,"Và cũng với một chiếc điện thoại bạn có thể ghi âm một bài hát , đăng tải nó lên SoundCloud và trở nên nổi tiếng .","Và với một điện thoại di động , bạn có thể ghi lại một bài hát , tiền , tiền cho nó .","và với một chiếc điện thoại di động, bạn có thể ghi lại một bài hát, tải nặng lên những thứ nhỏ và trở nên nổi tiếng.",39.14897095015778,63.12889740466212,-23.979926454504337,PyTorch Transformer
406,Tất cả những điều đó hoàn toàn có thể chỉ với chiếc điện thoại di động của bạn .,Tất cả những điều này là có thể với điện thoại di động của bạn .,tất cả những điều này đều có thể với điện thoại di động của bạn.,62.59649967882026,62.43638630395121,0.16011337486904864,TensorFlow NMT
407,"Tôi là một đứa trẻ của năm 1984 , và tôi sống ở thành phố Berlin .","Tôi là một đứa trẻ của năm 1984 , và tôi sống trong thành phố của Berlin .","tôi là một đứa trẻ vào năm 1984, và tôi sống ở thành phố berlin.",85.1118557843381,88.90957356963753,-3.797717785299426,PyTorch Transformer
408,"Hãy cùng quay lại thời điểm đó , tại thành phố này .","Hãy quay trở lại thời gian , để đến thành phố này .","chúng ta hãy quay lại thời gian đó, tới thành phố này.",48.36789012487554,59.376370962248004,-11.008480837372467,PyTorch Transformer
409,Bạn có thể thấy ở đây cách mà hàng ngàn người dân đứng lên và biểu tình cho sự thay đổi .,Đây là bạn có thể thấy bao nhiêu ngàn người đứng lên và phản ứng với thay đổi .,"ở đây, bạn có thể thấy hàng trăm ngàn người đứng dậy và phản đối vì thay đổi.",48.84066448109256,45.25313460065383,3.58752988043873,TensorFlow NMT
410,"Đó là vào mùa thu năm 1989 , và hãy tưởng tượng những con người đã đứng lên và biểu tình đòi sự thay đổi đó có một chiếc điện thoại di động trong túi .","Đây là mùa thu thập , và tưởng tượng rằng tất cả những người đứng lên và sự đối mặt với sự thay đổi của họ .","đây là mùa thu năm 1975, và hãy tưởng tượng rằng tất cả những người này đứng dậy và phản đối thay đổi có điện thoại di động trong túi.",34.07167993677674,52.17721796790432,-18.10553803112758,PyTorch Transformer
411,Những ai trong khán phòng có điện thoại di động ?,Ai trong căn phòng có một điện thoại di động với bạn ?,ai trong khán phòng có điện thoại di động với bạn?,61.61272426972534,83.90455060050425,-22.29182633077891,PyTorch Transformer
412,Hãy giơ nó lên .,Giữ nó .,giữ nó tăng lên.,13.772840053895955,28.21175449866333,-14.438914444767374,PyTorch Transformer
413,"Hãy giơ chiếc điện thoại của bạn lên , hãy giơ cao chiếc điện thoại của bạn lên !","Giữ điện thoại của bạn , bạn có điện thoại của bạn .","cầm điện thoại lên, giữ điện thoại của bạn lên, cầm điện thoại của bạn",45.723418636137204,52.84234531987032,-7.118926683733115,PyTorch Transformer
414,"Hãy giơ cao nó lên . Một chiếc điện thoại Android , Blackberry , wow .","Giữ nó . Một cái vòi , một chiếc điện thoại ,","cầm nó lên. một cái micro, một chiếc điện thoại di động, wow.",36.302168437099944,51.10386598700837,-14.801697549908425,PyTorch Transformer
415,"Rất nhiều . Ngày nay , phần lớn chúng ta đều có một chiếc điện thoại di động .",Đó là rất nhiều người trong số mọi người đều có một điện thoại di động .,điều đó là rất nhiều. hầu hết mọi người ngày nay đều có điện thoại di động.,46.2543174712829,51.0706084663604,-4.816290995077495,PyTorch Transformer
416,"Nhưng hôm nay tôi sẽ nói về bản thân và chiếc điện thoại của tôi , và về cách mà nó đã thay đổi cuộc đời mình .","Nhưng hôm nay tôi sẽ nói về tôi , điện thoại di động của tôi , và cách nó thay đổi cuộc sống của mình .","nhưng hôm nay tôi sẽ nói về tôi và điện thoại di động của tôi, và nó đã thay đổi cuộc đời tôi như thế nào.",58.05746974015113,62.80865384449719,-4.751184104346059,PyTorch Transformer
417,Tôi sẽ nói về điều đó .,Và tôi sẽ nói về điều này .,và tôi sẽ nói về vấn đề này.,76.0766892468364,52.68983419542903,23.386855051407366,TensorFlow NMT
418,Có khoảng 35830 dãy thông tin .,Đây là những đường xếp tinh vi .,đây là những đường cong của thông tin.,9.86292270531401,32.61685881285315,-22.753936107539143,PyTorch Transformer
419,Những thông tin thuần sơ cấp .,Dữ liệu thô .,dữ liệu thô.,7.969148919608944,7.969148919608944,0.0,Tie
420,Nhưng tại sao những thông tin đó lại ở đây ?,Và tại sao những người này lại có những người này ?,và tại sao những thông tin này lại ở đó?,35.63632356403833,64.15756358194928,-28.521240017910948,PyTorch Transformer
421,"Nguyên nhân là do mùa hè năm 2006 , Uỷ ban châu Âu đã đề xuất một chỉ thị chính thức .","Bởi vì trong mùa hè năm 2006 , Hội Chữ của Liên bang quốc gia .","bởi vì vào mùa hè năm 2006, uỷ ban châu âu đã trì hoãn một chỉ số khách hàng.",24.29800060950671,50.18479574339404,-25.886795133887333,PyTorch Transformer
422,Nó được gọi là Chỉ thị bảo lưu dữ liệu .,Đây là tên gọi là kênh thông minh .,cái chỉ thị này là & # 91 & # 93 & # 91 chỉ số ghi chú dữ liệu.,15.37544311200359,30.959964325376728,-15.584521213373138,PyTorch Transformer
423,"Chỉ thị này cho biết mỗi công ty viễn thông ở châu Âu , mỗi nhà cung cấp dịch vụ Internet trên toàn lãnh thổ châu Âu , đều phải lưu trữ một lượng lớn thông tin về những người sử dụng .","Điều này nói rằng mỗi công ty điện thoại ở Châu Âu , mỗi công ty Internet , đều có một công ty lớn lớn cho các thông tin về người dùng .","chỉ thị này nói rằng mỗi công ty điện thoại ở châu âu, mỗi công ty dịch vụ internet trên khắp châu âu, phải lưu trữ một loạt thông tin về người dùng.",33.85933621898788,52.27194748364914,-18.412611264661265,PyTorch Transformer
424,Ai là người gọi cho những ai ? Ai là người đã gửi cho ai đó email ?,Ai gọi ai là ai ? Ai gửi một email cho ai ?,ai gọi ai là ai? người gửi email cho ai?,31.21211997597131,34.66734023253275,-3.455220256561443,PyTorch Transformer
425,Ai đã gửi cho ai những tin nhắn di động ?,Ai đã gửi một thông điệp nhắn tin ?,ai gửi tin nhắn cho ai?,31.77593225669655,35.48069076059138,-3.70475850389483,PyTorch Transformer
426,"Và nếu bạn sử dụng điện thoại di động , thì đây chính là nơi mà vấn đề tồn tại .","Và nếu bạn dùng điện thoại di động của bạn , nơi bạn đang ở đâu .","và nếu bạn sử dụng điện thoại di động, thì bạn đang ở đâu.",40.582692117084754,58.00045376944581,-17.417761652361058,PyTorch Transformer
427,"Tất cả những thông tin này đều được lưu trữ ít nhất trong sáu tháng , cho tới hai năm bởi nhà mạng bạn đang sử dụng hoặc nhà cung cấp dịch vụ Internet .","Tất cả những thông tin này được lưu trữ cho ít nhất sáu tháng , đến 2 tháng , trong 2 năm tới , và nhà cung cấp của bạn .","tất cả những thông tin này được lưu trữ trong ít nhất 6 tháng, từ công ty điện thoại của bạn hoặc nhà cung cấp dịch vụ internet của bạn.",48.74265881478786,57.626014560996516,-8.883355746208657,PyTorch Transformer
428,"Và ở khắp châu Âu , người dân đã đứng lên và nói , &quot; Chúng tôi không muốn như vậy &quot; .","Và tất cả những người châu Âu , người ta đứng lên và nói , &quot; Chúng ta không muốn điều này . &quot;","và trên khắp châu âu, mọi người đứng dậy và nói, & quot chúng tôi không muốn điều này. & quot",61.72773897244771,57.18513360097024,4.542605371477471,TensorFlow NMT
429,"Họ nói , chúng tôi không muốn sự lưu trữ thông tin cá nhân này .","Họ nói , chúng ta không muốn điều này được coi là sự thấu hiểu .","họ nói, chúng tôi không muốn sự nhớ ngắn gọn dữ liệu này.",41.137272246240464,57.312981588682355,-16.17570934244189,PyTorch Transformer
430,"Chúng tôi muốn có được sự tự chủ trong thời đại công nghệ số , và chúng tôi không muốn rằng các công ty viễn thông và nhà cung cấp dịch vụ Internet lưu trữ lại tất cả các thông tin của mình .","Chúng ta muốn làm những công ty số lượng số lượng số , chúng ta không muốn thiết bị điện thoại và Internet cũng phải được lưu trữ cho tất cả các thông tin về chúng ta .","chúng ta muốn tự quyết tâm trong thời đại kỹ thuật số, và chúng ta không muốn các công ty điện thoại và internet phải lưu trữ tất cả những thông tin này về chúng ta.",36.817115505709694,42.46627424172922,-5.649158736019523,PyTorch Transformer
431,"Họ là những luật sư , nhà báo và cả những cha xứ , tất cả đều nói rằng : &quot; Chúng tôi không muốn như vậy &quot;","Họ là luật sư , các nhà báo , họ nói : &quot; Chúng ta không muốn điều này . &quot;","họ là những luật sư, luật sư, nhà thờ, linh mục, họ đều nói & quot chúng tôi không muốn điều này. & quot",43.50460274799113,49.35402137715638,-5.84941862916525,PyTorch Transformer
432,"Và bạn có thể thấy trên đây , giống như 10000 người dân tham gia diễu hành trên đường phố Berlin và hô vang khẩu hiệu &quot; Tự do , không sợ hãi &quot;","Và đây là cách bạn có thể thấy , như 10 nghìn người đã ra khỏi những con đường của Berlin và bảo , &quot; Tự do , không phải là nỗi sợ . &quot;","và ở đây bạn có thể thấy, như 10 ngàn người đi ra trên những con phố của berlin và nói, & quot tự do, không sợ hãi. & quot",43.34275780122348,42.087351340873354,1.2554064603501232,TensorFlow NMT
433,"Và một vài người thậm chí đã nói , nó giống như Stasi 2.0 .","Và một số người kể , nó sẽ là một sự nhân tạo .","và một vài người thậm chí đã nói, điều này có thể gọi là món quà 2.0.",21.146001591987204,62.11553361189962,-40.96953201991242,PyTorch Transformer
434,Stasi là lực lượng cảnh sát mật hoạt động ở Đông Đức .,Một sự chính xác là cảnh sát của chính phủ ở Đức .,bao gồm cảnh sát bí mật ở đông nước đức.,24.743346820365073,30.991758464068997,-6.248411643703925,PyTorch Transformer
435,"Tôi cũng đã từng tự hỏi , thực tế nó có hoạt động không ?","Tôi cũng hỏi bản thân mình , làm việc này thực sự là việc làm việc ?","và tôi cũng tự hỏi bản thân mình, liệu nó có thực sự hiệu quả không?",21.231823520361583,39.4017193070046,-18.169895786643014,PyTorch Transformer
